0.32029386;0.78956399;0.30523372;0.56957893;0.91691732;0.71072904;0.50288695;0.12382533;1.54911437;1.01298505;1.50292243;0.86223240;0.51793699;0.57792314;0.04299204;32.64684767;0.82031015;-0.03327884;0.15850366;0.13408152;0.58545124;-0.02461652;0.58120342;0.88250146;0.42437976;-0.77338868;0.03945183;2.24330377;1.75795018;0.77563158;0.67250594;-0.03977733;192.00340264;0.51466888;10.42339364;0.00000000;1.78604527;0.72619675;0.86323352;0.29304581;0.62499745;-0.01317321;1.31652783;0.42070549;5.75356507;5.74412721;2.93749999;-0.06201281;0.45216600;0.78337263;0.18714094;0.26829598;-0.87469546;0.94639574;1.47257623;0.65822231;0.44364813;0.74347685;0.97358001;0.61902269;0.53774304;0.39488683;1.50900177;-0.03432290;3.90577611;0.05024879;1.65212870;0.34849474;1.26830828;1.69285508;10.97297365;-34.65139223;5.63528277;-0.96597189
-1.04797424;0.09815228;4.70979631;0.06312587;0.43224288;0.63865378;0.69446823;0.79136483;2.99262514;-1.16692137;4.59724217;-0.10335498;1.82579152;3.43813297;-0.10158627;13.42600161;60.14766555;-0.01334529;-2.70033514;1.20472996;0.18037362;0.47854744;0.51864964;0.88531065;-0.06962641;3.33378065;80.07223373;-1.52614966;-0.87071631;0.84539854;0.94874820;-0.07311067;0.70979321;0.97260276;14.74480565;0.00000000;-1.34832756;0.19365716;1.13352503;2.52281592;0.78813709;1.61451577;3.43214740;0.37965295;8.25334862;97.13661453;1.46616446;0.06528780;1.49039586;0.21183761;-0.29516818;-0.78997077;3.97053881;0.60793178;-0.52163234;4.58878114;1.03940920;0.49222511;0.11447929;0.86625125;0.19765457;0.91081577;-0.83453078;-0.10043860;4.82271072;0.35513611;3.81069991;3.24725519;-1.55416095;2.50689121;17.71409631;12.53707807;0.70983148;0.33793820
-0.48822820;0.20971512;1.32854668;0.57750011;0.45431348;0.93279804;0.47043434;0.57992651;4.15794093;-0.07696816;2.34497890;0.48615225;0.84303402;-0.52928361;0.10323300;65.81383011;0.60804056;0.03150521;0.19260865;1.07022516;0.15282979;0.36519443;0.47324387;0.50006986;0.43513287;-0.60689374;3.28584910;1.12689956;1.18738393;-0.46673386;-0.82178599;-0.06644400;7.50311657;0.56242582;17.21812491;0.07380122;0.39401321;0.66330252;-0.12668300;-0.16919881;1.48982485;-1.55240084;0.51457240;0.80272813;0.36947232;55.16608885;3.29488671;-0.04667539;0.44756203;0.44585963;0.74733008;0.87745073;-1.15639513;-0.44596438;0.56750716;3.26585464;1.37439138;0.72475230;0.59822729;0.77935328;0.66609817;0.27632376;0.53272809;0.24666884;4.69941819;0.13654673;2.72200393;0.79466008;0.52909015;5.01602824;23.45760025;39.25845507;5.35837528;1.03491316
1.19100992;1.00572606;0.64400703;0.02103605;0.73731319;0.22579581;0.64858215;0.33412276;2.63226729;-0.16081072;6.05795468;0.15724789;0.31876311;-0.72696695;-0.19194772;95.60358447;101.09010078;-0.00670077;2.12149380;0.20080551;0.28181639;0.12877679;0.78797190;0.35963161;0.23699285;-0.91614917;1.04296232;0.13169064;-0.18155315;-0.59751618;-0.90484871;0.16688933;22.59084313;0.16349327;31.86421792;0.85186286;0.64051886;0.65867823;-1.10136510;0.12345284;1.29082258;-1.90624627;-0.24920368;-0.47869923;9.90140524;67.35193494;5.17453669;-0.05741158;0.42501536;0.27528909;1.78742202;1.50196927;-1.55077466;1.39234211;0.18752834;0.82814403;1.06611755;0.50676881;0.14961954;0.14778077;0.19063463;0.06487345;1.00637746;-0.01779397;4.86035205;0.26253155;1.70352014;0.67119265;-0.41173293;2.35888966;2.64553148;16.00221722;2.48629548;0.43464765
2.18611400;1.32773239;9.75860768;-0.18849274;0.03652444;0.43148616;0.49419445;0.50135250;3.48674869;-0.58002349;4.49618095;-0.34434238;0.86118491;-0.71881306;-0.04134531;71.44690691;24.40900378;0.02984408;0.75021570;0.40738968;0.52691527;0.49409214;0.81515103;0.32524781;0.14839617;0.36041385;127.71716015;0.84069269;0.98369531;-0.61336681;0.11347869;0.02022267;-17.28643620;0.29518042;60.50984324;0.91450416;0.76546977;0.36323900;-0.18956130;0.48011913;6.38094640;-1.18086314;0.14724031;-0.03674809;35.65213241;0.15059486;6.04562776;-0.05434410;0.85134410;0.91195025;2.62145822;2.47771710;-0.53665586;2.71341048;-0.20173920;3.39175698;2.97504063;0.26978773;0.43340923;0.85436496;-0.09912158;0.91437331;2.03521991;-0.06738075;2.85624312;0.70154398;5.15418775;19.88777750;0.59629180;10.54878561;-2.56501154;33.90174196;4.57376985;0.90152083
0.88003990;0.71982083;1.90255148;0.53941743;0.85349518;0.85023371;0.34055795;0.06455262;2.73029508;-0.07696816;1.00247180;-0.05089529;1.16935926;1.57907965;-0.07146579;0.04236719;0.28491152;-0.01832867;19.81992730;0.13943238;0.31331310;0.53826133;0.87648312;0.91527589;0.25564207;1.52075262;8.55119613;-0.45342759;0.35297293;0.66363211;1.65013789;-0.02644400;1.70025609;0.77673128;16.70708309;0.00000000;-0.09109057;0.23799500;1.08673957;0.48036552;5.67685215;0.95990172;1.90157054;0.46800820;4.86348069;11.99781086;0.34520727;0.01774179;0.52995173;0.45339764;1.02612317;1.32049304;0.64648274;1.51045635;0.43350840;0.85648593;2.81268749;0.41419792;0.44477860;0.73786677;0.89695606;0.73827962;0.86753774;-0.08390967;1.73506892;0.26261296;4.32018946;147.81694309;-0.54613622;0.16126610;-24.34782600;-3.38758125;2.14233623;-0.09892170
-1.04797424;-0.20960296;1.09510973;0.74511668;0.22049981;0.17999004;0.03936778;0.42127298;2.35959698;0.67761483;8.15753512;1.04479104;0.94156529;0.44469227;-0.01122483;1.19138111;522.66891660;-0.02331206;22.62039291;-0.36335360;0.48410668;0.26521230;0.53068255;0.14118684;0.25928475;0.16621066;1.60737919;0.99023361;0.41277576;0.68826988;-0.23381155;-0.06644400;14.74790054;0.10862667;25.68545021;0.00000000;0.55841703;0.24812127;0.33111144;0.39830735;4.83568614;-0.20778820;1.67515958;-0.07257065;2.58542265;0.38570145;0.54847433;-0.04514165;0.83290588;0.70408603;-0.51967676;-1.08628939;0.02674347;-0.83725257;0.84432031;1.25401401;5.01791570;0.22455496;0.13110537;0.70326928;0.50287662;0.30992733;0.41075305;0.00699942;1.15144516;0.21745206;0.96163945;68.61802968;0.19308191;12.31357479;0.87374371;-43.94783965;4.41893576;-1.19940848
0.32029386;0.81570153;0.66635857;0.17663221;0.77106325;0.27217256;0.44871061;0.44311858;2.66175381;0.17455950;3.83064925;0.88793557;0.58212887;-0.60553145;0.06708842;-0.69913440;39.68261960;-0.01002303;132.81900299;0.45337393;0.81207765;0.16307581;0.27330681;0.17902012;0.67637856;-0.71985504;1.75701959;0.31451953;0.54532707;0.07057565;0.34710582;-0.01311067;33.90199911;0.67641092;21.58903299;0.00000000;0.29741126;0.76940554;-0.32830230;-0.41223217;-0.31216061;-0.89778679;0.24506769;0.36584943;27.99465539;34.82050862;0.83417572;-0.05894533;0.65010281;0.26841137;0.73565183;1.21393132;-1.49443473;0.49670365;0.80015414;7.10076570;6.73269956;0.81065060;0.31947033;0.14670235;0.42374408;0.93824852;0.26907336;-0.03432290;3.83392151;0.01092620;2.24849387;0.12804405;-0.41173293;70.66796743;20.78474981;-14.14067319;4.08539327;-0.41239369
1.19100992;0.86383879;3.89909711;0.32989865;0.36563894;0.80890458;0.59043320;0.04898144;2.10916212;-0.49618094;1.75546239;0.31664159;1.13452324;1.08325310;-0.05941760;175.28126772;11.98301717;-0.02995658;326.29913454;0.42310799;0.28861839;0.67691499;0.00419798;0.58220099;0.33127298;1.18522032;51.87009082;0.84255777;0.37220166;0.47478800;1.05250891;-0.06644400;60.78280284;0.12074966;6.20518255;0.00000000;-0.08039629;0.00033307;0.59012781;0.32218830;2.57711693;0.72990219;1.66503694;0.69239069;14.36675480;32.32068281;5.22126141;-0.06047907;0.96284643;0.50060858;1.20142772;1.54852068;0.42112301;2.11918568;0.05382359;6.72125083;6.61891959;0.08825223;0.63980332;0.61220377;0.37410468;0.49201681;1.43276616;-0.06738075;6.25398769;0.37983943;2.62372944;28.33876940;0.12588026;105.79308624;20.16151099;-15.58193447;3.53886307;-0.43240254
-1.11016825;-0.30673266;0.75426658;-0.39475867;0.82605966;0.65886984;0.89618177;0.27671067;2.14426935;-1.08307882;0.96647076;-0.51118335;1.93077953;2.09580560;-0.01724892;-0.89490575;0.59185829;-0.01998980;12.37330220;0.95618124;0.06621147;0.74525987;0.68738769;0.42607077;0.35533683;1.94218406;0.96112964;-0.86987078;0.30061426;1.35353781;2.06785859;-0.05311067;38.05638727;0.09752006;43.90421939;0.00000000;-0.20791148;0.00977637;2.04769917;0.98886152;4.27105875;2.19836073;2.09175859;0.64021495;16.44014085;-0.04647612;1.70581292;0.10669884;0.94699385;0.52328146;-0.01318489;-0.55825011;1.77328141;-0.43384226;-0.15846617;1.08398868;1.30465560;0.14531476;0.72775416;0.30155097;0.65566199;0.15310690;-0.59004802;-0.00952951;0.37158593;0.03475418;2.75674550;9.59404525;-0.74774117;3.00896016;-2.59430662;27.42705711;4.17465371;0.73478041
